log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000004001,2026-06-09 02:13:18,AccountAPI,/api/accounts,GET,500,216,3678,2611,SRV036,UAT,E105,N,
API000004005,2024-02-01 14:59:47,LoanAPI,/api/loans,POST,504,1130,2781,4535,SRV002,PRODUCTION,E106,Y,
API000004023,2024-03-13 13:18:17,PaymentAPI,/api/payments,GET,504,586,3926,2273,SRV023,PRODUCTION,E104,Y,
API000004029,2025-03-26 00:23:00,AuthAPI,/api/auth,PUT,503,92,1466,714,SRV026,PRODUCTION,E108,N,TXN0000008582
API000004040,2026-05-12 08:16:00,AccountAPI,/api/accounts,POST,503,142,475,4391,SRV003,PRODUCTION,E102,N,TXN0000011398
API000004061,2024-06-29 16:50:39,CustomerAPI,/api/customers,GET,504,58,1376,374,SRV015,PRODUCTION,E110,Y,TXN0000002259
API000004063,2026-01-18 02:24:49,TransactionAPI,/api/transactions,PUT,500,2260,859,5125,SRV019,PRODUCTION,E109,N,TXN0000004502
API000004066,2024-11-30 12:27:59,AuthAPI,/api/auth,GET,503,637,3363,6755,SRV027,PRODUCTION,E105,N,TXN0000023633
API000004072,2024-05-25 23:45:38,PaymentAPI,/api/payments,GET,504,188,1146,5613,SRV004,PRODUCTION,E111,Y,TXN0000008156
API000004082,2024-10-10 10:26:11,PaymentAPI,/api/payments,GET,503,352,1209,322,SRV036,PRODUCTION,E106,N,
API000004085,2024-04-13 03:10:47,AccountAPI,/api/accounts,GET,504,67,2532,2541,SRV021,PRODUCTION,E100,Y,TXN0000001447
API000004098,2024-11-02 15:22:05,LoanAPI,/api/loans,GET,500,130,2007,9870,SRV003,PRODUCTION,E107,N,TXN0000012652
API000004108,2025-06-24 07:41:08,StatementAPI,/api/statements,POST,504,423,2144,3485,SRV001,PRODUCTION,E102,Y,
API000004134,2023-07-25 22:48:32,CustomerAPI,/api/customers,GET,500,253,1436,8974,SRV028,UAT,E101,N,TXN0000012602
API000004135,2025-01-26 15:25:06,FraudAPI,/api/fraud,PUT,504,216,4348,8176,SRV008,PRODUCTION,E100,Y,TXN0000015582
API000004159,2025-03-04 02:30:42,PaymentAPI,/api/payments,POST,502,135,3291,9820,SRV040,PRODUCTION,E108,N,TXN0000011667
API000004183,2025-12-22 00:19:28,AccountAPI,/api/accounts,PUT,503,57,3154,9706,SRV034,PRODUCTION,E111,N,TXN0000011628
API000004200,2023-10-15 06:49:37,FraudAPI,/api/fraud,DELETE,502,47,1465,5098,SRV003,PRODUCTION,E102,N,TXN0000006560
API000004217,2025-12-24 08:50:07,StatementAPI,/api/statements,PUT,504,129,120,5088,SRV017,UAT,E110,Y,
API000004230,2024-08-19 09:32:24,CustomerAPI,/api/customers,GET,502,217,4331,6970,SRV015,UAT,E100,N,TXN0000014784
API000004237,2023-09-19 16:18:24,KYCAPI,/api/kyc,GET,500,435,2656,3831,SRV040,PRODUCTION,E104,N,TXN0000017270
API000004238,2023-06-19 01:59:14,KYCAPI,/api/kyc,GET,500,267,4770,2856,SRV038,PRODUCTION,E104,N,
API000004240,2024-09-03 09:12:52,StatementAPI,/api/statements,GET,500,106,1936,1341,SRV024,PRODUCTION,E108,N,TXN0000003660
API000004243,2025-09-12 23:01:36,FraudAPI,/api/fraud,PUT,500,99,1353,9792,SRV024,PRODUCTION,E107,N,
API000004249,2024-06-21 00:00:27,AuthAPI,/api/auth,GET,502,20,4176,2919,SRV035,UAT,E110,N,
API000004254,2025-06-24 15:08:22,TransactionAPI,/api/transactions,PUT,504,176,2238,8320,SRV034,PRODUCTION,E108,Y,
API000004266,2023-07-04 16:51:04,AccountAPI,/api/accounts,POST,500,118,2289,8627,SRV035,PRODUCTION,E107,N,
API000004270,2025-09-16 18:22:21,KYCAPI,/api/kyc,GET,500,267,2909,799,SRV024,PRODUCTION,E109,N,
API000004272,2024-07-18 09:17:40,KYCAPI,/api/kyc,GET,500,409,462,8841,SRV008,PRODUCTION,E108,N,
API000004286,2025-01-26 10:05:42,StatementAPI,/api/statements,GET,500,85,2329,2286,SRV023,PRODUCTION,E102,N,
API000004305,2023-04-07 23:44:13,AuthAPI,/api/auth,GET,503,619,2551,4837,SRV013,PRODUCTION,E100,N,TXN0000019676
API000004314,2026-01-23 23:10:12,PaymentAPI,/api/payments,GET,502,486,2763,9302,SRV008,PRODUCTION,E108,N,TXN0000023990
API000004327,2023-11-03 13:14:31,KYCAPI,/api/kyc,POST,500,209,3648,4362,SRV027,PRODUCTION,E106,N,
API000004345,2024-08-02 04:54:48,AuthAPI,/api/auth,PUT,504,110,817,7375,SRV029,PRODUCTION,E108,Y,
API000004346,2026-07-18 15:32:23,PaymentAPI,/api/payments,POST,502,120,3972,6850,SRV036,PRODUCTION,E102,N,
API000004349,2024-06-14 22:15:20,AuthAPI,/api/auth,GET,504,71,3220,7998,SRV019,PRODUCTION,E104,Y,
API000004357,2024-08-27 20:12:45,KYCAPI,/api/kyc,POST,500,92,3871,3178,SRV004,PRODUCTION,E100,N,TXN0000022581
API000004359,2026-01-29 19:14:23,PaymentAPI,/api/payments,GET,502,356,3528,8911,SRV008,PRODUCTION,E111,N,
API000004362,2024-08-27 02:47:01,FraudAPI,/api/fraud,POST,500,227,184,5671,SRV025,PRODUCTION,E110,N,TXN0000011344
API000004363,2023-08-24 05:22:53,NotificationAPI,/api/notifications,PUT,500,124,1710,9403,SRV001,PRODUCTION,E111,N,
API000004375,2026-01-10 11:31:22,TransactionAPI,/api/transactions,PUT,502,1084,4666,3844,SRV002,SIT,E100,N,TXN0000011066
API000004417,2025-10-22 08:39:42,AccountAPI,/api/accounts,PUT,500,288,3881,6916,SRV040,PRODUCTION,E100,N,TXN0000002577
API000004433,2026-02-13 05:07:16,StatementAPI,/api/statements,POST,504,243,4742,8624,SRV024,PRODUCTION,E101,Y,TXN0000006564
API000004448,2023-08-01 23:44:18,AccountAPI,/api/accounts,POST,502,111,3577,8279,SRV038,PRODUCTION,E108,N,TXN0000009419
API000004461,2026-03-15 21:29:19,PaymentAPI,/api/payments,GET,502,86,2372,7678,SRV012,PRODUCTION,E107,N,TXN0000009328
API000004477,2025-05-08 19:16:17,FraudAPI,/api/fraud,POST,500,588,1836,9414,SRV016,PRODUCTION,E107,N,
API000004488,2024-01-11 07:15:08,NotificationAPI,/api/notifications,POST,502,353,1283,5152,SRV020,PRODUCTION,E111,N,
API000004489,2023-11-19 07:53:24,FraudAPI,/api/fraud,GET,503,195,3611,4396,SRV019,PRODUCTION,E107,N,TXN0000022037
API000004496,2026-05-22 00:40:49,LoanAPI,/api/loans,GET,504,2016,2722,9935,SRV039,PRODUCTION,E105,Y,
API000004506,2026-07-02 12:00:44,TransactionAPI,/api/transactions,GET,500,43,4961,7224,SRV004,PRODUCTION,E106,N,TXN0000023287
API000004514,2024-10-28 18:32:06,FraudAPI,/api/fraud,PUT,502,154,4621,3038,SRV016,PRODUCTION,E101,N,TXN0000008693
API000004535,2023-09-30 08:41:47,LoanAPI,/api/loans,GET,503,115,3782,4788,SRV011,PRODUCTION,E106,N,TXN0000009289
API000004558,2024-04-07 14:11:07,AccountAPI,/api/accounts,GET,504,170,2995,5992,SRV009,PRODUCTION,E100,Y,
API000004569,2024-07-30 17:20:39,StatementAPI,/api/statements,PUT,500,183,1634,9761,SRV019,PRODUCTION,E109,N,TXN0000021943
API000004571,2024-01-26 10:53:34,NotificationAPI,/api/notifications,POST,504,112,2540,9829,SRV021,PRODUCTION,E106,Y,TXN0000019105
API000004575,2024-09-13 14:31:31,LoanAPI,/api/loans,DELETE,500,94,1446,6374,SRV006,PRODUCTION,E105,N,TXN0000009185
API000004576,2024-11-22 22:10:38,AuthAPI,/api/auth,POST,504,136,3154,758,SRV020,PRODUCTION,E105,Y,TXN0000019387
API000004581,2023-10-19 00:54:02,PaymentAPI,/api/payments,POST,503,186,2602,7853,SRV001,UAT,E110,N,
API000004599,2023-04-21 04:12:08,StatementAPI,/api/statements,PUT,500,258,2119,7502,SRV011,PRODUCTION,E103,N,TXN0000003623
API000004603,2024-07-11 12:23:47,LoanAPI,/api/loans,GET,500,108,3542,4286,SRV036,PRODUCTION,E105,N,
API000004615,2025-09-03 18:34:38,TransactionAPI,/api/transactions,GET,500,100,2791,1130,SRV034,PRODUCTION,E102,N,
API000004616,2023-08-18 19:20:20,AccountAPI,/api/accounts,DELETE,500,95,104,1515,SRV006,PRODUCTION,E111,N,
API000004618,2024-03-14 13:37:27,LoanAPI,/api/loans,GET,504,273,2956,2744,SRV034,PRODUCTION,E101,Y,TXN0000005536
API000004638,2026-03-03 16:12:31,CustomerAPI,/api/customers,POST,504,96,4840,5767,SRV011,SIT,E111,Y,
API000004656,2023-04-17 10:38:07,FraudAPI,/api/fraud,POST,500,199,3420,1980,SRV010,PRODUCTION,E108,N,TXN0000000632
API000004665,2023-08-27 22:52:16,NotificationAPI,/api/notifications,POST,504,201,3097,2043,SRV012,PRODUCTION,E104,Y,TXN0000006493
API000004667,2024-06-04 04:14:13,PaymentAPI,/api/payments,DELETE,500,763,1069,6302,SRV037,PRODUCTION,E100,N,
API000004671,2024-09-28 15:34:50,KYCAPI,/api/kyc,POST,504,361,4636,5175,SRV011,PRODUCTION,E111,Y,
API000004675,2023-08-15 15:10:54,KYCAPI,/api/kyc,POST,503,339,3176,4403,SRV005,PRODUCTION,E100,N,
API000004694,2025-10-04 19:59:14,AuthAPI,/api/auth,POST,503,223,2839,7891,SRV009,PRODUCTION,E110,N,
API000004696,2024-06-17 16:26:18,AccountAPI,/api/accounts,POST,503,21,3861,7593,SRV017,PRODUCTION,E102,N,TXN0000021033
API000004704,2023-08-22 11:00:28,CustomerAPI,/api/customers,GET,504,650,683,5483,SRV012,PRODUCTION,E111,Y,TXN0000000698
API000004719,2026-05-02 20:19:48,FraudAPI,/api/fraud,POST,500,277,673,6970,SRV032,PRODUCTION,E103,N,TXN0000002291
API000004720,2026-03-31 17:25:11,NotificationAPI,/api/notifications,POST,504,66,759,5790,SRV025,SIT,E103,Y,
API000004725,2026-07-17 12:42:34,TransactionAPI,/api/transactions,GET,503,212,1010,5666,SRV012,PRODUCTION,E101,N,TXN0000018770
API000004727,2025-07-14 08:29:38,LoanAPI,/api/loans,POST,502,164,4857,6495,SRV034,PRODUCTION,E102,N,
API000004729,2023-08-04 16:47:47,PaymentAPI,/api/payments,POST,502,90,1262,1735,SRV003,PRODUCTION,E111,N,TXN0000013720
API000004732,2023-04-01 06:27:52,LoanAPI,/api/loans,PUT,500,162,4835,9920,SRV037,SIT,E104,N,
API000004741,2024-09-27 05:41:12,KYCAPI,/api/kyc,POST,503,340,4501,8640,SRV012,UAT,E108,N,
API000004746,2024-02-11 16:09:32,CustomerAPI,/api/customers,POST,500,236,901,1990,SRV036,PRODUCTION,E105,N,
API000004761,2024-04-02 21:07:40,AuthAPI,/api/auth,GET,504,125,1877,4306,SRV027,PRODUCTION,E108,Y,
API000004774,2024-04-02 01:10:36,NotificationAPI,/api/notifications,GET,502,20,3511,1253,SRV036,UAT,E107,N,
API000004811,2026-06-21 00:23:08,FraudAPI,/api/fraud,POST,504,340,160,4417,SRV036,PRODUCTION,E101,Y,
API000004813,2023-12-18 05:09:41,NotificationAPI,/api/notifications,POST,502,109,4780,2390,SRV004,PRODUCTION,E110,N,TXN0000004729
API000004823,2024-07-04 15:51:20,CustomerAPI,/api/customers,GET,502,1337,3630,3713,SRV005,UAT,E106,N,TXN0000023561
API000004828,2026-04-02 17:40:51,AuthAPI,/api/auth,POST,500,142,3065,9066,SRV012,PRODUCTION,E103,N,TXN0000003478
API000004836,2026-06-12 20:03:49,LoanAPI,/api/loans,GET,502,305,972,8942,SRV005,UAT,E103,N,TXN0000008642
API000004838,2023-03-07 05:26:40,AuthAPI,/api/auth,GET,503,795,3149,1934,SRV013,PRODUCTION,E106,N,TXN0000002686
API000004848,2025-08-01 07:40:12,FraudAPI,/api/fraud,PUT,504,769,3345,2399,SRV027,PRODUCTION,E101,Y,TXN0000020758
API000004849,2025-03-30 07:08:06,PaymentAPI,/api/payments,POST,500,198,3228,8659,SRV010,PRODUCTION,E104,N,TXN0000011708
API000004851,2024-10-10 19:56:22,FraudAPI,/api/fraud,GET,500,82,3707,617,SRV007,PRODUCTION,E101,N,TXN0000011420
API000004864,2024-03-04 02:53:56,LoanAPI,/api/loans,GET,500,398,969,2340,SRV029,SIT,E110,N,
API000004873,2023-06-26 14:41:34,AuthAPI,/api/auth,GET,504,653,2006,2336,SRV023,PRODUCTION,E109,Y,
API000004890,2026-01-01 20:43:49,FraudAPI,/api/fraud,PUT,504,203,385,3945,SRV021,SIT,E106,Y,
API000004899,2023-03-01 01:57:34,CustomerAPI,/api/customers,PUT,502,61,1838,7375,SRV002,PRODUCTION,E102,N,
API000004903,2026-04-22 21:42:46,PaymentAPI,/api/payments,GET,504,113,1298,3810,SRV012,PRODUCTION,E105,Y,TXN0000005687
API000004947,2023-06-12 13:55:52,AccountAPI,/api/accounts,POST,504,185,4708,932,SRV030,SIT,E111,Y,TXN0000009067
API000004959,2024-12-27 22:10:51,LoanAPI,/api/loans,POST,504,67,1499,4482,SRV005,PRODUCTION,E101,Y,TXN0000011632
API000004960,2023-08-24 00:49:41,AuthAPI,/api/auth,GET,500,407,1106,9559,SRV002,PRODUCTION,E100,N,TXN0000011213
API000004977,2025-06-06 00:56:52,StatementAPI,/api/statements,GET,504,121,2538,6030,SRV028,PRODUCTION,E108,Y,TXN0000001018
API000004979,2025-11-29 19:36:20,AccountAPI,/api/accounts,GET,502,386,1326,2385,SRV027,PRODUCTION,E105,N,TXN0000014205
API000004981,2023-05-05 19:08:50,FraudAPI,/api/fraud,GET,500,208,3974,1770,SRV018,PRODUCTION,E105,N,TXN0000019395
API000004994,2023-03-30 00:18:12,TransactionAPI,/api/transactions,POST,500,66,4310,6698,SRV036,PRODUCTION,E111,N,TXN0000006582
API000004996,2023-11-10 18:26:23,LoanAPI,/api/loans,PUT,503,709,4075,5250,SRV040,PRODUCTION,E102,N,TXN0000017926
API000004999,2025-04-01 07:56:06,AuthAPI,/api/auth,PUT,504,341,3320,8478,SRV033,PRODUCTION,E108,Y,TXN0000023999
API000005005,2023-03-04 20:53:53,AuthAPI,/api/auth,PUT,500,122,2564,4494,SRV040,PRODUCTION,E103,N,TXN0000022536
API000005017,2026-04-06 15:53:06,AccountAPI,/api/accounts,DELETE,500,471,4716,604,SRV008,PRODUCTION,E103,N,TXN0000003077
API000005026,2024-06-20 09:46:15,AuthAPI,/api/auth,GET,502,193,1638,608,SRV036,PRODUCTION,E108,N,TXN0000008782
API000005030,2023-07-13 09:23:29,FraudAPI,/api/fraud,POST,504,433,1887,4444,SRV021,PRODUCTION,E101,Y,TXN0000023500
API000005034,2024-03-22 14:02:23,AuthAPI,/api/auth,POST,502,446,3119,1415,SRV035,UAT,E107,N,TXN0000017566
API000005039,2025-04-25 18:27:11,NotificationAPI,/api/notifications,GET,502,175,355,491,SRV027,PRODUCTION,E104,N,TXN0000003105
API000005040,2023-08-17 08:55:08,StatementAPI,/api/statements,POST,504,338,168,7094,SRV022,UAT,E102,Y,
API000005056,2023-02-25 03:47:07,AccountAPI,/api/accounts,POST,500,219,4625,3857,SRV002,PRODUCTION,E106,N,TXN0000007803
API000005065,2023-01-23 06:50:44,KYCAPI,/api/kyc,GET,503,68,1444,9990,SRV028,PRODUCTION,E105,N,TXN0000010909
API000005067,2025-04-26 11:52:43,KYCAPI,/api/kyc,POST,503,514,976,8523,SRV035,PRODUCTION,E107,N,TXN0000005988
API000005068,2023-01-24 19:20:32,StatementAPI,/api/statements,POST,500,298,1064,2913,SRV016,PRODUCTION,E101,N,
API000005078,2023-11-21 20:29:02,KYCAPI,/api/kyc,GET,504,138,3395,5560,SRV006,PRODUCTION,E105,Y,
API000005085,2026-06-26 11:21:18,PaymentAPI,/api/payments,PUT,502,1179,1823,3703,SRV015,PRODUCTION,E101,N,
API000005101,2024-12-22 17:08:58,NotificationAPI,/api/notifications,POST,502,622,1357,4516,SRV023,UAT,E109,N,TXN0000010999
API000005122,2023-01-30 13:19:31,AuthAPI,/api/auth,POST,500,140,4397,6169,SRV029,PRODUCTION,E100,N,
API000005135,2025-12-16 20:02:07,PaymentAPI,/api/payments,GET,502,111,4418,9052,SRV023,PRODUCTION,E102,N,
API000005138,2025-06-12 00:04:15,KYCAPI,/api/kyc,PUT,503,121,800,8886,SRV010,PRODUCTION,E107,N,
API000005151,2026-04-10 21:34:27,KYCAPI,/api/kyc,POST,503,115,1984,9060,SRV017,UAT,E104,N,
API000005156,2026-06-01 09:10:34,StatementAPI,/api/statements,POST,504,361,3766,9875,SRV031,PRODUCTION,E111,Y,
API000005174,2026-06-04 12:14:34,StatementAPI,/api/statements,GET,502,186,2862,2363,SRV038,PRODUCTION,E109,N,TXN0000019448
API000005183,2026-02-20 10:15:21,LoanAPI,/api/loans,POST,503,78,4509,3961,SRV006,SIT,E106,N,
API000005197,2025-10-31 08:43:31,AccountAPI,/api/accounts,DELETE,503,80,3073,7366,SRV003,SIT,E111,N,TXN0000015910
API000005205,2026-07-09 17:44:56,PaymentAPI,/api/payments,GET,504,149,3324,7312,SRV006,PRODUCTION,E107,Y,TXN0000014337
API000005207,2023-09-16 08:44:08,FraudAPI,/api/fraud,GET,500,203,1253,6808,SRV038,PRODUCTION,E102,N,
API000005231,2026-07-07 21:48:22,NotificationAPI,/api/notifications,POST,503,145,1686,8347,SRV032,UAT,E105,N,
API000005238,2024-07-24 01:37:37,FraudAPI,/api/fraud,DELETE,504,111,4751,8177,SRV034,SIT,E111,Y,TXN0000019783
API000005239,2023-03-17 12:22:35,StatementAPI,/api/statements,POST,500,126,713,9932,SRV039,PRODUCTION,E111,N,TXN0000005521
API000005246,2025-08-28 14:42:42,CustomerAPI,/api/customers,POST,503,475,414,4440,SRV019,PRODUCTION,E109,N,TXN0000015184
API000005254,2023-11-01 15:07:32,FraudAPI,/api/fraud,POST,503,51,1992,8110,SRV013,PRODUCTION,E111,N,TXN0000015050
API000005278,2025-09-07 18:51:24,PaymentAPI,/api/payments,PUT,503,218,3429,6850,SRV036,PRODUCTION,E102,N,
API000005281,2023-01-21 21:22:48,AuthAPI,/api/auth,POST,504,133,4958,1321,SRV027,PRODUCTION,E108,Y,TXN0000019244
API000005287,2024-04-26 00:42:21,StatementAPI,/api/statements,GET,504,53,3891,4197,SRV009,PRODUCTION,E111,Y,
API000005294,2023-11-28 02:32:56,NotificationAPI,/api/notifications,GET,504,55,1866,9934,SRV022,PRODUCTION,E109,Y,TXN0000008085
API000005299,2024-12-27 15:50:11,StatementAPI,/api/statements,GET,503,124,343,9824,SRV003,PRODUCTION,E100,N,TXN0000020699
API000005302,2026-04-06 06:40:26,LoanAPI,/api/loans,POST,503,132,226,1777,SRV019,SIT,E110,N,TXN0000021177
API000005311,2023-05-14 00:02:36,StatementAPI,/api/statements,PUT,504,256,405,2697,SRV040,PRODUCTION,E101,Y,
API000005324,2025-12-15 02:46:38,PaymentAPI,/api/payments,POST,502,210,4811,8547,SRV032,PRODUCTION,E111,N,
API000005350,2025-11-25 18:55:33,CustomerAPI,/api/customers,GET,500,381,2752,7053,SRV035,PRODUCTION,E101,N,TXN0000005370
API000005362,2025-03-18 11:08:53,StatementAPI,/api/statements,GET,504,42,1954,9970,SRV011,UAT,E110,Y,
API000005368,2024-04-30 14:50:43,NotificationAPI,/api/notifications,GET,504,332,848,2130,SRV026,PRODUCTION,E101,Y,
API000005372,2024-07-03 20:43:13,AccountAPI,/api/accounts,POST,504,197,3681,9253,SRV023,PRODUCTION,E100,Y,TXN0000012214
API000005394,2024-07-12 03:18:05,CustomerAPI,/api/customers,GET,503,79,587,1303,SRV007,PRODUCTION,E108,N,TXN0000006443
API000005397,2024-01-16 15:46:30,FraudAPI,/api/fraud,GET,500,138,4612,9444,SRV001,PRODUCTION,E102,N,TXN0000007223
API000005404,2024-01-04 17:34:35,PaymentAPI,/api/payments,POST,503,89,3833,5499,SRV020,PRODUCTION,E108,N,
API000005408,2025-01-20 21:15:39,LoanAPI,/api/loans,GET,500,121,1169,2491,SRV013,PRODUCTION,E103,N,
API000005415,2025-12-27 20:49:53,PaymentAPI,/api/payments,POST,504,632,595,222,SRV001,UAT,E105,Y,TXN0000021529
API000005420,2023-07-10 16:56:44,AuthAPI,/api/auth,POST,502,393,3990,4665,SRV002,PRODUCTION,E107,N,TXN0000023924
API000005434,2025-05-30 06:02:16,NotificationAPI,/api/notifications,GET,504,36,2876,1792,SRV012,PRODUCTION,E107,Y,TXN0000023574
API000005443,2025-01-22 10:08:33,StatementAPI,/api/statements,PUT,503,260,3234,7474,SRV037,PRODUCTION,E109,N,TXN0000009107
API000005450,2026-03-02 00:04:02,PaymentAPI,/api/payments,GET,502,127,4528,6617,SRV039,PRODUCTION,E103,N,TXN0000000265
API000005454,2025-06-11 13:52:20,PaymentAPI,/api/payments,GET,502,86,169,9129,SRV032,PRODUCTION,E106,N,TXN0000006073
API000005464,2025-02-07 16:35:06,AuthAPI,/api/auth,GET,502,243,4839,8014,SRV032,PRODUCTION,E103,N,
API000005473,2024-10-31 15:57:55,StatementAPI,/api/statements,POST,500,177,2659,3077,SRV011,PRODUCTION,E110,N,
API000005476,2024-10-26 22:21:51,AuthAPI,/api/auth,GET,503,480,1499,826,SRV005,PRODUCTION,E105,N,TXN0000015047
API000005477,2026-02-09 08:40:04,LoanAPI,/api/loans,GET,500,426,1622,8704,SRV027,PRODUCTION,E105,N,TXN0000016291
API000005487,2026-01-14 12:50:08,CustomerAPI,/api/customers,GET,502,152,2014,4124,SRV033,PRODUCTION,E105,N,TXN0000015788
API000005490,2025-04-30 05:55:40,AccountAPI,/api/accounts,POST,502,117,3364,2485,SRV027,PRODUCTION,E106,N,TXN0000011614
API000005495,2025-08-21 08:43:23,NotificationAPI,/api/notifications,GET,500,163,457,9994,SRV025,PRODUCTION,E108,N,
API000005506,2023-03-04 15:44:58,CustomerAPI,/api/customers,POST,500,255,4095,7671,SRV032,PRODUCTION,E105,N,
API000005520,2025-09-14 16:48:28,CustomerAPI,/api/customers,GET,504,171,1012,216,SRV008,PRODUCTION,E103,Y,TXN0000022388
API000005537,2023-03-30 01:36:06,NotificationAPI,/api/notifications,DELETE,502,170,614,3481,SRV008,PRODUCTION,E103,N,TXN0000005331
API000005543,2026-03-10 16:21:37,AuthAPI,/api/auth,GET,502,91,2794,4142,SRV014,UAT,E108,N,
API000005544,2025-01-04 15:14:12,PaymentAPI,/api/payments,GET,500,214,994,9106,SRV010,PRODUCTION,E107,N,
API000005545,2024-06-11 03:33:26,CustomerAPI,/api/customers,GET,503,100,1717,1365,SRV016,PRODUCTION,E111,N,
API000005551,2023-05-02 22:17:04,CustomerAPI,/api/customers,GET,504,270,3609,9675,SRV028,PRODUCTION,E105,Y,
API000005552,2025-01-26 21:01:24,AccountAPI,/api/accounts,GET,500,279,2641,5521,SRV029,PRODUCTION,E107,N,TXN0000010190
API000005558,2026-03-03 09:15:46,PaymentAPI,/api/payments,GET,504,83,4252,603,SRV030,PRODUCTION,E109,Y,TXN0000016876
API000005561,2023-06-15 11:49:54,TransactionAPI,/api/transactions,GET,502,92,1268,3301,SRV005,SIT,E105,N,TXN0000023495
API000005570,2024-01-30 01:20:54,LoanAPI,/api/loans,POST,503,159,2240,3271,SRV009,PRODUCTION,E100,N,TXN0000014694
API000005586,2023-04-25 15:23:57,FraudAPI,/api/fraud,GET,503,129,1576,2908,SRV009,PRODUCTION,E105,N,
API000005594,2025-12-08 09:52:51,LoanAPI,/api/loans,POST,500,451,750,3416,SRV026,PRODUCTION,E103,N,TXN0000009254
API000005598,2023-10-09 06:38:35,StatementAPI,/api/statements,GET,500,143,3092,4145,SRV031,UAT,E106,N,TXN0000006891
API000005614,2023-03-20 05:36:19,KYCAPI,/api/kyc,GET,503,352,4039,6818,SRV032,PRODUCTION,E105,N,TXN0000007489
API000005617,2023-12-31 14:20:09,KYCAPI,/api/kyc,GET,500,113,3929,2282,SRV002,UAT,E110,N,TXN0000010010
API000005634,2025-12-12 23:52:30,CustomerAPI,/api/customers,POST,502,56,702,1015,SRV034,PRODUCTION,E104,N,TXN0000001988
API000005642,2025-04-17 00:30:41,AccountAPI,/api/accounts,PUT,500,889,4061,9619,SRV022,UAT,E108,N,TXN0000000544
API000005649,2024-02-05 03:59:22,PaymentAPI,/api/payments,GET,500,560,837,5703,SRV007,PRODUCTION,E100,N,
API000005671,2025-11-19 03:56:07,TransactionAPI,/api/transactions,POST,504,507,707,5036,SRV028,PRODUCTION,E108,Y,
API000005681,2026-02-17 11:18:49,StatementAPI,/api/statements,GET,503,449,661,990,SRV005,PRODUCTION,E100,N,TXN0000008771
API000005693,2023-01-18 16:31:17,AccountAPI,/api/accounts,POST,503,496,4110,1804,SRV038,PRODUCTION,E105,N,TXN0000006453
API000005705,2023-01-14 21:32:40,AccountAPI,/api/accounts,GET,503,234,1108,6481,SRV007,SIT,E102,N,
API000005716,2023-03-20 18:51:38,NotificationAPI,/api/notifications,POST,504,534,3455,9883,SRV029,PRODUCTION,E107,Y,TXN0000009638
API000005750,2024-09-02 22:07:15,CustomerAPI,/api/customers,POST,502,196,1611,1573,SRV027,PRODUCTION,E107,N,
API000005758,2023-07-09 01:39:33,NotificationAPI,/api/notifications,POST,500,347,1189,3242,SRV035,SIT,E106,N,TXN0000006037
API000005763,2025-11-01 09:52:38,PaymentAPI,/api/payments,GET,500,33,3004,727,SRV005,PRODUCTION,E109,N,
API000005766,2024-03-27 19:01:06,NotificationAPI,/api/notifications,GET,502,166,1689,2893,SRV031,PRODUCTION,E111,N,
API000005767,2025-07-11 02:17:27,CustomerAPI,/api/customers,PUT,503,219,4672,778,SRV028,PRODUCTION,E106,N,
API000005771,2023-09-30 16:50:33,AuthAPI,/api/auth,GET,502,419,3939,5207,SRV035,UAT,E105,N,TXN0000022039
API000005776,2024-08-20 00:04:07,AuthAPI,/api/auth,GET,504,106,1174,384,SRV017,UAT,E106,Y,
API000005778,2024-05-17 17:35:18,AuthAPI,/api/auth,POST,500,272,4588,648,SRV020,SIT,E106,N,
API000005782,2026-04-18 01:53:56,TransactionAPI,/api/transactions,POST,500,59,2098,6182,SRV023,UAT,E102,N,TXN0000001301
API000005783,2023-11-05 23:59:26,CustomerAPI,/api/customers,GET,504,683,3298,2253,SRV015,PRODUCTION,E102,Y,TXN0000018962
API000005785,2025-03-16 04:30:24,NotificationAPI,/api/notifications,POST,504,683,3269,2408,SRV030,PRODUCTION,E104,Y,
API000005789,2024-04-01 19:58:47,KYCAPI,/api/kyc,POST,502,157,1683,7023,SRV032,PRODUCTION,E105,N,
API000005799,2024-01-22 13:00:46,FraudAPI,/api/fraud,GET,502,48,1509,2498,SRV009,PRODUCTION,E108,N,
API000005814,2023-10-06 16:33:04,CustomerAPI,/api/customers,POST,500,172,1612,6391,SRV024,PRODUCTION,E111,N,
API000005817,2026-05-22 22:14:01,AuthAPI,/api/auth,GET,500,118,2121,1137,SRV039,PRODUCTION,E109,N,TXN0000007990
API000005820,2025-04-11 22:58:58,NotificationAPI,/api/notifications,GET,504,145,139,1457,SRV021,PRODUCTION,E104,Y,TXN0000014662
API000005831,2025-10-04 13:52:08,AuthAPI,/api/auth,GET,500,377,4076,7079,SRV040,PRODUCTION,E111,N,TXN0000023357
API000005838,2023-08-25 22:39:56,LoanAPI,/api/loans,GET,504,67,4102,8580,SRV025,PRODUCTION,E101,Y,TXN0000014908
API000005840,2023-03-02 23:42:27,PaymentAPI,/api/payments,DELETE,504,204,290,2554,SRV016,SIT,E106,Y,TXN0000010963
